customer_id,first_name,last_name,email,phone_number,status,registration_date,total_purchases,last_purchase_date
90,Carlin,Ellwand,,8433954513,inactive,3/25/2014,3368.68,4/27/2011
91,Rice,Simenet,rsimenet2i@odnoklassniki.ru,9317153919,inactive,4/12/2014,693.39,1/2/2015
92,Hilarius,Cullimore,hcullimore2j@geocities.jp,5033750785,active,1/26/2018,4751.2,2/18/2021
93,Dar,Cookson,dcookson2k@hp.com,9034724882,active,10/20/2013,9253.47,5/27/2012
94,Genny,Zecchini,gzecchini2l@meetup.com,,inactive,1/16/2011,292.62,3/17/2022
95,Iorgos,Pont,ipont2m@usnews.com,3388705593,active,4/19/2019,4531.91,1/18/2012
96,Odetta,Blare,,8839261665,active,12/2/2011,5400.88,3/13/2012
97,Wain,Butt Gow,wbuttgow2o@reference.com,8316998949,active,4/23/2021,5082.02,2/9/2014
98,Tiphany,Rickwood,trickwood2p@ocn.ne.jp,7344646297,inactive,10/25/2017,3753.34,10/10/2013
99,Dorotea,Avraam,davraam2q@people.com.cn,3362960597,active,2/2/2017,6936.01,1/14/2012
100,Benjie,Geroldo,bgeroldo2r@lulu.com,4033568932,active,2/16/2016,6659.43,6/5/2010
101,Roxy,Orrick,rorrick2s@wordpress.org,8047568588,inactive,3/23/2016,8302.06,6/30/2021
102,Doria,Matessian,dmatessian2t@artisteer.com,,active,10/20/2019,9364.49,9/23/2016
103,Linette,Exer,lexer2u@washington.edu,5387000866,inactive,8/22/2015,7726.21,4/26/2016
104,Vicky,Belk,vbelk2v@sfgate.com,,inactive,4/4/2016,6497.69,10/14/2020
105,Zeke,Heskins,zheskins2w@tuttocitta.it,3976598522,active,5/11/2013,8053.04,11/14/2016
106,Korney,Calendar,kcalendar2x@psu.edu,8273263618,active,5/26/2020,2262.58,9/23/2014
107,Kristofer,Rowlatt,krowlatt2y@slate.com,7779079120,inactive,7/1/2016,10.85,10/27/2019
108,Rusty,Szymonowicz,rszymonowicz2z@cnet.com,2369711414,inactive,10/19/2021,7872.65,3/9/2010
109,Kerwin,Kubin,kkubin30@webmd.com,6881679907,inactive,9/10/2014,9148.84,11/1/2014
110,Junia,Cockroft,jcockroft31@whitehouse.gov,,active,10/13/2018,9734.86,5/17/2021
111,Arlen,Cristou,acristou32@gnu.org,1727086848,active,8/1/2010,617.68,2/14/2022
112,Hansiain,Errigo,herrigo33@ucoz.ru,2463759491,active,1/2/2013,1039.3,3/6/2014
113,Maridel,Meech,mmeech34@ovh.net,7142757060,inactive,9/9/2010,5202.57,7/16/2014
114,Linn,Guerrero,lguerrero35@qq.com,4879807076,inactive,2/20/2015,5296.74,9/23/2021
115,Nanine,Clementson,nclementson36@bigcartel.com,8358811660,active,7/31/2017,9552.42,5/22/2011
116,Brendan,Helis,bhelis37@abc.net.au,1904990102,inactive,7/20/2014,3050.6,5/27/2018
117,Ase,Dymick,adymick38@yandex.ru,4724352731,inactive,3/3/2017,9775.65,8/3/2013
118,Matthias,Gier,mgier39@constantcontact.com,3184964681,inactive,6/17/2019,3816.55,12/22/2013
119,Gale,Vellden,gvellden3a@cam.ac.uk,2641158915,inactive,8/19/2022,8318.2,5/14/2019
120,Filmore,Nutt,fnutt3b@geocities.jp,8905096153,active,12/24/2012,6297.79,1/9/2020
121,Viviene,Dombrell,vdombrell3c@businesswire.com,3002742644,inactive,2/17/2020,8939.11,12/14/2021
122,Rafaela,Braid,rbraid3d@mashable.com,2809165503,active,4/10/2011,2700.62,3/7/2013
123,Kaleb,Stone Fewings,kstonefewings3e@google.com.br,3437796295,inactive,1/4/2011,3051.57,11/5/2011
124,Ely,Rosenblath,,7881846685,inactive,6/1/2015,5305.39,6/13/2010
125,Yule,Nunan,ynunan3g@cpanel.net,3404323981,inactive,3/7/2013,6778.3,4/8/2014
126,Codee,Ghiraldi,cghiraldi3h@furl.net,3136368445,,9/17/2012,6439.16,10/25/2017
127,Gipsy,Colclough,gcolclough3i@jugem.jp,1806484407,active,9/15/2011,1356.62,4/4/2013
128,Marylynne,Start,mstart3j@apache.org,4474278142,inactive,8/4/2019,5695.81,8/2/2022
129,Aeriel,Ronaghan,aronaghan3k@drupal.org,2333340768,inactive,5/10/2010,4058.76,6/1/2022
130,Penni,Kohnert,pkohnert3l@wiley.com,7615217862,inactive,8/27/2013,8573.77,10/27/2016
131,Clare,Atmore,catmore3m@go.com,3482822089,active,3/17/2017,2645.94,5/17/2012
132,Jeffy,Hollibone,jhollibone3n@reddit.com,1007525752,active,8/13/2015,9814.96,8/25/2016
133,Chelsae,Cranch,ccranch3o@oaic.gov.au,9904081270,inactive,2/3/2020,5726.93,4/17/2021
134,Kipp,Chidgey,kchidgey3p@e-recht24.de,,active,1/9/2013,3429.1,6/17/2015
135,Pavel,Terrelly,pterrelly3q@myspace.com,3173825363,inactive,2/5/2014,9735.05,9/11/2013
136,Bat,Duesberry,bduesberry3r@last.fm,5197915837,,12/16/2010,8203.89,12/18/2014
137,Joseito,Gook,jgook3s@pcworld.com,8069660858,active,8/2/2013,4926.94,12/24/2014
138,Dorelia,Covolini,dcovolini3t@ucoz.ru,4199225248,active,11/22/2015,6446.02,8/27/2022
139,Dee,Goolden,dgoolden3u@1688.com,7879267116,inactive,4/2/2019,5719.19,12/1/2010
140,Julienne,Wehnerr,jwehnerr3v@joomla.org,,inactive,3/16/2019,2938.34,7/19/2011
141,Vina,Haysham,vhaysham3w@oracle.com,8368189609,inactive,12/4/2013,9706.0,3/17/2020
142,Cyb,Ganniclifft,cganniclifft3x@a8.net,6668272030,active,6/8/2013,914.62,12/5/2012
143,Meredith,Viccary,mviccary3y@wikia.com,,inactive,9/7/2012,4296.78,11/11/2022
144,Marji,Fancutt,mfancutt3z@netlog.com,9526469200,inactive,10/4/2020,7615.93,7/11/2013
145,Filmore,Petts,fpetts40@sitemeter.com,2549688424,inactive,12/11/2016,4541.29,12/23/2013
146,Ogdon,Leary,oleary41@shareasale.com,7851228396,inactive,2/18/2022,8757.1,3/23/2019
147,Danila,Gosforth,dgosforth42@soup.io,1323058506,inactive,9/30/2013,7381.72,6/5/2016
148,Raf,Staynes,rstaynes43@uiuc.edu,9897505052,inactive,12/19/2015,2239.42,3/17/2020
149,Enrica,Putson,eputson44@wsj.com,4523206759,inactive,10/21/2018,2661.4,6/13/2022
150,Jane,Purches,jpurches45@bluehost.com,,inactive,2/15/2017,4839.19,11/30/2022
151,Hortense,Witheridge,,2063702918,active,7/18/2020,1923.08,3/22/2020
152,Miller,McAlindon,mmcalindon47@techcrunch.com,9975024579,active,3/27/2020,2712.72,3/27/2022
153,Lynnette,Chenery,lchenery48@elegantthemes.com,1193495850,inactive,6/26/2011,8621.93,5/20/2011
154,Bryan,Lally,blally49@java.com,1886214080,inactive,1/15/2021,5815.56,2/16/2012
155,Ezequiel,Gourdon,egourdon4a@example.com,2181281722,active,5/4/2014,6709.68,9/30/2017
156,Riva,Keirle,rkeirle4b@mysql.com,9801764551,inactive,2/9/2017,5972.8,2/1/2021
157,Bobby,MacAleese,bmacaleese4c@twitter.com,9676545609,inactive,7/24/2021,4710.06,8/27/2019
158,Pauline,Kentwell,pkentwell4d@mozilla.org,7014104313,active,10/2/2015,2955.93,10/17/2020
159,Sharity,Marquand,smarquand4e@hud.gov,9241506605,active,11/13/2015,7595.87,7/11/2022
160,Lona,Collett,lcollett4f@squidoo.com,1841067198,inactive,11/11/2021,276.35,9/18/2017
161,Van,Boarder,vboarder4g@walmart.com,8296177442,inactive,7/14/2020,4071.26,10/24/2010
162,Arley,Parysowna,aparysowna4h@cyberchimps.com,4975201026,inactive,11/11/2012,2114.1,1/10/2019
163,Lacy,Agnolo,lagnolo4i@indiegogo.com,6386440991,,9/14/2012,3773.28,5/13/2010
164,Justino,Laven,jlaven4j@amazon.co.uk,8397341854,active,1/26/2012,7085.71,4/16/2012
165,Joice,Glabach,jglabach4k@alexa.com,2717803898,active,2/4/2011,6256.52,5/9/2020
166,Giulio,Coppard,gcoppard4l@devhub.com,8516886496,,2/1/2018,8892.53,5/31/2016
167,Devonne,Camoys,dcamoys4m@lycos.com,6669980649,active,12/5/2020,2420.35,3/15/2011
168,Daven,McColl,dmccoll4n@xing.com,,,9/3/2021,5494.69,12/24/2020
169,Laurel,Wherrett,lwherrett4o@unicef.org,7454631045,inactive,6/4/2014,2676.05,11/15/2013
170,Carree,Ketcher,cketcher4p@cbslocal.com,2367470358,active,11/5/2021,7238.07,8/6/2017
171,Kristy,Olanda,kolanda4q@mlb.com,9107806853,active,10/1/2016,4126.26,5/6/2020
172,Hyacintha,Ferruzzi,hferruzzi4r@ifeng.com,1918211560,active,4/4/2020,1558.0,6/24/2020
173,Erin,Prettjohn,eprettjohn4s@bravesites.com,5322745475,inactive,5/25/2020,7917.64,10/1/2015
174,Ibbie,Chatelot,ichatelot4t@weebly.com,7859635042,inactive,11/13/2016,3714.66,5/9/2022
175,Rasia,Couser,rcouser4u@nyu.edu,2103153794,active,3/24/2019,2843.33,10/25/2012
176,Starlin,O'Garmen,sogarmen4v@exblog.jp,7895277130,active,11/20/2013,83.37,8/15/2020
177,Herschel,Murfin,hmurfin4w@deliciousdays.com,8212957512,active,12/18/2020,6723.63,5/31/2021
178,Bryan,Gossan,bgossan4x@joomla.org,9937576223,inactive,10/14/2012,8040.41,1/25/2022
179,Beatrice,Laviss,blaviss4y@ow.ly,4278103636,inactive,2/7/2012,1811.32,8/14/2016
180,Bart,Middle,bmiddle4z@sourceforge.net,9884275684,active,12/9/2010,9772.61,5/15/2016
181,Zora,Bracknall,zbracknall50@amazon.com,,active,12/10/2014,7618.58,3/20/2021
182,Laurie,Varndall,lvarndall51@illinois.edu,6913409937,active,3/5/2019,6528.44,4/20/2017
183,Joshua,Christian,jchristian52@gov.uk,6538451645,inactive,8/29/2013,6066.43,5/27/2012
184,Jacynth,Ferschke,jferschke53@domainmarket.com,,,6/11/2020,8747.26,7/3/2010
185,Kordula,Blaszczynski,kblaszczynski54@sina.com.cn,2326861415,inactive,5/5/2020,7694.9,1/12/2018
186,Sophronia,Karpychev,skarpychev55@reference.com,8523457297,inactive,10/1/2019,2047.06,7/20/2012
187,Lauralee,Padillo,lpadillo56@hc360.com,9422280324,active,8/16/2020,4138.02,12/20/2021
188,Dexter,Digger,ddigger57@deviantart.com,8854751556,inactive,2/2/2015,6631.91,4/2/2017
189,Jenine,How to preserve,jhowtopreserve58@paginegialle.it,1608531541,active,7/9/2018,1450.8,8/12/2010
190,Reginauld,Selwood,rselwood59@ebay.co.uk,2544195717,active,9/3/2012,5859.09,9/12/2013
191,Taddeusz,Handman,thandman5a@paypal.com,4127135271,active,10/5/2016,6076.78,2/14/2017
192,Nichole,Curds,,7509695464,inactive,8/4/2017,8134.62,7/31/2017
193,Shane,Hayer,shayer5c@fastcompany.com,,inactive,10/25/2010,3875.53,5/30/2021
194,Haley,Buckle,hbuckle5d@yellowpages.com,8891251072,active,9/9/2012,8809.13,6/7/2017
195,Florette,Yankin,fyankin5e@flavors.me,1483451947,active,1/3/2011,6481.47,10/3/2018
196,Marketa,Maddigan,mmaddigan5f@merriam-webster.com,9727255398,inactive,3/20/2018,9388.35,6/5/2010
197,Maurizia,Bruckman,mbruckman5g@mapy.cz,7819064145,active,1/3/2013,1652.11,9/9/2020
198,Ferdinanda,Benedtti,fbenedtti5h@aol.com,2879595127,inactive,12/22/2010,5447.16,12/5/2011
199,Nolie,Crackett,ncrackett5i@nydailynews.com,2595084817,inactive,1/28/2012,2970.45,12/20/2012
200,Reynard,Lope,rlope5j@ucla.edu,3953615517,inactive,9/29/2011,7393.29,3/23/2014
201,Janella,Bernollet,jbernollet5k@friendfeed.com,6258189039,active,7/23/2022,5126.39,8/17/2019
202,Alexandre,Reddell,areddell5l@bigcartel.com,7681299849,inactive,9/5/2014,1449.26,12/14/2014
203,Reinwald,Rubinovitch,rrubinovitch5m@oracle.com,9277518959,inactive,11/15/2017,673.73,3/22/2012
204,Chrissy,Worsnop,cworsnop5n@google.com.br,5013178470,active,2/14/2017,8888.93,6/1/2022
205,Darn,Daye,,3274093077,inactive,2/9/2022,1055.09,4/10/2021
206,Winona,Hancox,whancox5p@hc360.com,1705838502,inactive,11/9/2017,677.06,4/9/2022
207,Bibbye,Kilroy,bkilroy5q@privacy.gov.au,6627131194,active,7/20/2022,7737.8,9/13/2014
208,Honor,Grice,hgrice5r@dyndns.org,4068718544,active,4/26/2021,4874.04,5/29/2018
209,Tersina,Hamp,thamp5s@360.cn,8937673004,active,10/25/2015,610.26,9/23/2017
210,Berni,Moscon,bmoscon5t@gov.uk,7937019289,inactive,4/23/2018,8491.81,6/30/2022
211,Dana,Sambells,dsambells5u@reverbnation.com,7997060267,,3/9/2011,4257.17,3/4/2013
212,Lydon,Annion,lannion5v@purevolume.com,9968816066,inactive,3/5/2011,6193.94,9/3/2019
213,Haleigh,Calveley,hcalveley5w@tinyurl.com,9465557449,inactive,6/15/2022,9052.99,12/5/2017
214,Marjorie,McWhan,mmcwhan5x@businesswire.com,1671580168,active,12/20/2010,4815.21,11/3/2020
215,Alistair,Tapper,atapper5y@cmu.edu,6913702752,active,9/4/2013,2811.9,5/29/2011
216,Diann,Fearnyough,dfearnyough5z@angelfire.com,1099344553,inactive,11/18/2013,8559.21,11/20/2016
217,Gardy,Bertelmot,gbertelmot60@artisteer.com,2483757128,active,9/25/2018,2550.43,2/10/2012
218,Daile,Maides,dmaides61@sbwire.com,1368978412,inactive,4/16/2012,4993.23,6/28/2015
219,Domenico,Jedrysik,djedrysik62@360.cn,2867967941,active,10/13/2011,5687.2,8/10/2021
220,Doris,Stuchberry,dstuchberry63@google.ru,6674488162,inactive,3/10/2010,8026.92,10/9/2020
221,Dugald,Gambles,,,inactive,4/22/2020,9775.75,4/2/2011
222,Kiah,Edie,kedie65@example.com,4344142606,inactive,2/28/2018,7607.94,4/22/2013
223,Willetta,Silbermann,wsilbermann66@google.ca,6606314425,inactive,6/6/2018,7115.85,7/18/2014
224,Hillary,Brok,hbrok67@soup.io,6508730185,active,5/4/2017,1427.86,1/25/2017
225,Bunny,Burgwin,bburgwin68@icio.us,2142467198,active,10/25/2011,173.64,12/24/2020
226,Burr,Moreinis,bmoreinis69@list-manage.com,7724434268,active,3/2/2012,9759.18,7/12/2011
227,Brenden,Yitzhakof,byitzhakof6a@ovh.net,1642108140,active,11/29/2021,6732.75,4/29/2013
228,Artemis,Tumayan,atumayan6b@chron.com,8345472974,inactive,6/3/2017,786.63,6/24/2010
229,Lianna,Maddin,lmaddin6c@chronoengine.com,,active,11/17/2021,9363.59,4/7/2014
230,Flory,Latour,flatour6d@hubpages.com,3209915146,inactive,12/21/2021,5448.13,8/28/2017
231,Malvin,Masser,mmasser6e@histats.com,8029471310,inactive,1/26/2011,4686.08,1/15/2021
232,Tawsha,Cobbold,tcobbold6f@nationalgeographic.com,4577170872,active,4/30/2010,3539.01,2/12/2021
233,Lebbie,McGilleghole,lmcgilleghole6g@prnewswire.com,9272889133,active,5/25/2014,2110.4,5/14/2019
234,Kathy,Davydochkin,kdavydochkin6h@nymag.com,9476619931,inactive,8/17/2018,2272.89,5/14/2012
235,Morganne,Renackowna,mrenackowna6i@ucsd.edu,,inactive,10/8/2021,8208.12,3/3/2019
236,Ebeneser,Canedo,ecanedo6j@godaddy.com,3726932345,inactive,2/23/2014,5312.83,10/11/2018
237,Sylvester,McComiskey,smccomiskey6k@si.edu,7371419780,inactive,5/14/2015,6582.67,2/9/2021
238,Shelagh,Peizer,speizer6l@state.tx.us,,inactive,10/23/2022,7558.18,12/10/2022
239,Deerdre,Ronald,dronald6m@yale.edu,2508121442,inactive,12/26/2016,1074.73,12/7/2011
240,Stella,Laroze,slaroze6n@topsy.com,6271324391,,3/27/2018,4317.07,5/27/2012
241,Mahmud,Humbie,mhumbie6o@hostgator.com,8162491694,inactive,8/12/2013,1928.37,12/21/2010
242,Wallas,Crollman,wcrollman6p@booking.com,5733872812,inactive,2/3/2018,9593.94,8/31/2016
243,Mari,Glanders,mglanders6q@homestead.com,3124967756,active,12/14/2011,5508.47,12/12/2022
244,Gabe,Caldecourt,gcaldecourt6r@google.de,8363495116,inactive,11/22/2012,4284.16,4/8/2016
245,Conney,Coolbear,ccoolbear6s@dot.gov,3221211559,inactive,1/20/2017,478.29,7/17/2016
246,Evanne,Ipsly,eipsly6t@whitehouse.gov,1923129927,,11/2/2021,9890.32,12/8/2020
247,Teodor,Coffey,tcoffey6u@blog.com,6613763892,inactive,6/16/2019,7085.31,1/6/2017
248,Magnum,Sabates,msabates6v@unc.edu,,active,8/10/2014,6227.85,1/17/2013
249,Demetre,Bugby,dbugby6w@sitemeter.com,8599640753,inactive,5/5/2014,5705.11,6/14/2015
250,Lauraine,Rubinfeld,lrubinfeld6x@exblog.jp,5109025027,,5/8/2020,1339.57,6/13/2017
251,Evvie,Dorian,edorian6y@multiply.com,4394659673,inactive,6/17/2014,5817.15,7/30/2018
252,Josi,Varnals,jvarnals6z@wp.com,5212903583,inactive,4/25/2021,9796.6,2/1/2013
253,Karl,Merioth,kmerioth70@cnbc.com,8325514184,inactive,5/10/2011,8857.11,3/27/2018
254,Sosanna,Lenoir,,9253901022,active,10/27/2016,7636.12,10/11/2015
255,Lucretia,Quillinane,lquillinane72@ucoz.ru,8343748304,inactive,9/26/2013,9377.91,2/12/2012
256,Jeannette,Fetter,jfetter73@people.com.cn,1458556473,,2/15/2021,3673.18,3/18/2021
257,Niels,Kezor,nkezor74@auda.org.au,8656594390,active,12/3/2010,6841.31,1/31/2017
258,Josepha,Pratty,jpratty75@vistaprint.com,2144635607,active,7/1/2014,8185.02,11/7/2013
259,Tyrus,Boswell,tboswell76@webnode.com,9055576668,inactive,9/4/2013,126.92,7/16/2010
260,Orin,Paroni,oparoni77@loc.gov,8512133643,active,5/17/2016,9421.59,11/15/2013
261,Kimball,Andrew,kandrew78@gravatar.com,5311160795,active,7/4/2014,5764.38,4/30/2010
262,Sofie,Ainsley,sainsley79@google.ru,7861758906,active,11/26/2020,4343.22,11/13/2012
263,Crin,Henighan,,1548770857,active,10/23/2013,1594.26,3/25/2014
264,Meggy,Reihm,mreihm7b@opera.com,4714466457,inactive,12/8/2019,4265.97,1/14/2019
265,Margarethe,Edelmann,medelmann7c@ebay.co.uk,3937926435,active,10/11/2021,1981.86,6/1/2014
266,Brewster,Huffa,bhuffa7d@flickr.com,1509216575,inactive,8/8/2016,6419.05,4/27/2011
